id,label,parent,value
236500003_52,null,309426007_39,4
236499007_52,null,236500003_52,1
18521000119106,null,,1
243421000119104_73,null,236500003_52,4
18521000119106,null,,1
420514000,null,,2
420279001_21,null,127013003_20,7
771000119108_42,null,420279001_21,7
711000119100_63,null,771000119108_42,1
140101000119109,null,,1
90791000119104_80,null,771000119108_42,2
127991000119101,null,,2
731000119105_63,null,771000119108_42,2
140121000119100_110,null,731000119105_63,2
71421000119105_48,null,771000119108_42,7
140101000119109,null,,1
140121000119100_111,null,71421000119105_48,2
140111000119107,null,,2
127991000119101,null,,2
721000119107_63,null,771000119108_42,2
140111000119107,null,,2
38481006_20,null,49698005_6,2
49220004_36,null,38481006_20,1
194781004,null,,1
104931000119100_41,null,38481006_20,1
8501000119104_82,null,104931000119100_41,1
10757401000119104,null,,1
86234004_30,null,38481006_20,2
199007008_73,null,86234004_30,1
10757401000119104,null,,1
194781004,null,,1
8501000119104_83,null,86234004_30,1
10757401000119104,null,,1
704667004_50,null,49698005_6,3
127991000119101,null,,2
443820000_9,null,128606002_6,36
90708001_14,null,443820000_9,36
767094002_14,null,90708001_14,4
197679002_14,null,767094002_14,4
1148903009_20,null,197679002_14,4
309426007_40,null,1148903009_20,4
236500003_53,null,309426007_40,4
236499007_53,null,236500003_53,1
18521000119106,null,,1
243421000119104_74,null,236500003_53,4
18521000119106,null,,1
420514000,null,,2
111438007_37,null,90708001_14,3
48552006,null,,1
26078007,null,,1
39727004,null,,1
127013003_21,null,90708001_14,31
421893009_22,null,127013003_21,24
96441000119101_43,null,421893009_22,17
90741000119107_64,null,96441000119101_43,7
1332471006_85,null,90741000119107_64,2
1332436006,null,,2
1332442005_112,null,90741000119107_64,4
1332441003,null,,1
1332436006,null,,2
1332472004_85,null,90741000119107_64,3
1332441003,null,,1
90731000119103_64,null,96441000119101_43,1
90721000119101,null,,1
71701000119105_49,null,96441000119101_43,8
1332467008,null,,2
1332442005_113,null,71701000119105_49,4
1332441003,null,,1
1332436006,null,,2
1332468003,null,,2
90771000119100,null,,1
90751000119109_64,null,96441000119101_43,3
1332468003,null,,2
90761000119106_64,null,96441000119101_43,2
1332467008,null,,2
243421000119104_75,null,421893009_22,4
18521000119106,null,,1
420514000,null,,2
309426007_41,null,127013003_21,4
236500003_54,null,309426007_41,4
236499007_54,null,236500003_54,1
18521000119106,null,,1
243421000119104_76,null,236500003_54,4
18521000119106,null,,1
420514000,null,,2
420279001_22,null,127013003_21,7
771000119108_43,null,420279001_22,7
711000119100_64,null,771000119108_43,1
140101000119109,null,,1
90791000119104_81,null,771000119108_43,2
127991000119101,null,,2
731000119105_64,null,771000119108_43,2
140121000119100_112,null,731000119105_64,2
71421000119105_49,null,771000119108_43,7
140101000119109,null,,1
140121000119100_113,null,71421000119105_49,2
140111000119107,null,,2
127991000119101,null,,2
721000119107_64,null,771000119108_43,2
140111000119107,null,,2
370494002_14,null,90708001_14,4
236500003_55,null,370494002_14,4
236499007_55,null,236500003_55,1
18521000119106,null,,1
243421000119104_77,null,236500003_55,4
18521000119106,null,,1
420514000,null,,2
38481006_21,null,90708001_14,2
49220004_37,null,38481006_21,1
194781004,null,,1
104931000119100_42,null,38481006_21,1
8501000119104_84,null,104931000119100_42,1
10757401000119104,null,,1
86234004_31,null,38481006_21,2
199007008_74,null,86234004_31,1
10757401000119104,null,,1
194781004,null,,1
8501000119104_85,null,86234004_31,1
10757401000119104,null,,1
236423003_17,null,90708001_14,26
42399005_17,null,236423003_17,5
49220004_38,null,42399005_17,1
194781004,null,,1
90688005_38,null,42399005_17,4
46177005_39,null,90688005_38,4
236435004_39,null,46177005_39,4
90791000119104_82,null,236435004_39,2
127991000119101,null,,2
90771000119100,null,,1
704667004_51,null,236435004_39,3
127991000119101,null,,2
709044004_22,null,236423003_17,25
771000119108_44,null,709044004_22,7
711000119100_65,null,771000119108_44,1
140101000119109,null,,1
90791000119104_83,null,771000119108_44,2
127991000119101,null,,2
731000119105_65,null,771000119108_44,2
140121000119100_114,null,731000119105_65,2
71421000119105_50,null,771000119108_44,7
140101000119109,null,,1
140121000119100_115,null,71421000119105_50,2
140111000119107,null,,2
127991000119101,null,,2
721000119107_65,null,771000119108_44,2
140111000119107,null,,2
433146000_22,null,709044004_22,3
711000119100_66,null,433146000_22,1
140101000119109,null,,1
90761000119106_65,null,433146000_22,2
1332467008,null,,2
96441000119101_44,null,709044004_22,17
90741000119107_65,null,96441000119101_44,7
1332471006_86,null,90741000119107_65,2
1332436006,null,,2
1332442005_114,null,90741000119107_65,4
1332441003,null,,1
1332436006,null,,2
1332472004_86,null,90741000119107_65,3
1332441003,null,,1
90731000119103_65,null,96441000119101_44,1
90721000119101,null,,1
71701000119105_50,null,96441000119101_44,8
1332467008,null,,2
1332442005_115,null,71701000119105_50,4
1332441003,null,,1
1332436006,null,,2
1332468003,null,,2
90771000119100,null,,1
90751000119109_65,null,96441000119101_44,3
1332468003,null,,2
90761000119106_66,null,96441000119101_44,2
1332467008,null,,2
104931000119100_43,null,709044004_22,1
8501000119104_86,null,104931000119100_43,1
10757401000119104,null,,1
433144002_22,null,709044004_22,9
90741000119107_66,null,433144002_22,7
1332471006_87,null,90741000119107_66,2
1332436006,null,,2
1332442005_116,null,90741000119107_66,4
1332441003,null,,1
1332436006,null,,2
1332472004_87,null,90741000119107_66,3
1332441003,null,,1
700379002_22,null,433144002_22,2
1332471006_88,null,700379002_22,2
1332436006,null,,2
700378005_22,null,433144002_22,3
1332472004_88,null,700378005_22,3
1332441003,null,,1
731000119105_66,null,433144002_22,2
140121000119100_116,null,731000119105_66,2
90688005_39,null,709044004_22,4
46177005_40,null,90688005_39,4
236435004_40,null,46177005_40,4
90791000119104_84,null,236435004_40,2
127991000119101,null,,2
90771000119100,null,,1
704667004_52,null,236435004_40,3
127991000119101,null,,2
431855005_22,null,709044004_22,1
90721000119101,null,,1
431856006_22,null,709044004_22,1
90731000119103_66,null,431856006_22,1
431857002_22,null,709044004_22,5
90751000119109_66,null,431857002_22,3
1332468003,null,,2
721000119107_66,null,431857002_22,2
140111000119107,null,,2
445236007_27,null,236423003_17,1
194781004,null,,1
362968007_5,null,42030000_5,11
127345001_7,null,362968007_5,11
48130008_7,null,127345001_7,10
370999003_7,null,48130008_7,1
721231007,null,,1
33927004_21,null,48130008_7,9
62999006,null,,1
722944006_22,null,33927004_21,8
785722006,null,,2
89392001,null,,1
770680004_36,null,722944006_22,4
1229943004,null,,2
700150001,null,,1
371118004_28,null,127345001_7,1
776204008,null,,1
363290007_7,null,362968007_5,5
785722006,null,,2
776204008,null,,1
721231007,null,,1
700150001,null,,1
204821009_19,null,362968007_5,1
205681004_19,null,204821009_19,1
371118004_29,null,205681004_19,1
776204008,null,,1
128290005_6,null,42030000_5,27
420514000,null,,2
709044004_23,null,128290005_6,25
771000119108_45,null,709044004_23,7
711000119100_67,null,771000119108_45,1
140101000119109,null,,1
90791000119104_85,null,771000119108_45,2
127991000119101,null,,2
731000119105_67,null,771000119108_45,2
140121000119100_117,null,731000119105_67,2
71421000119105_51,null,771000119108_45,7
140101000119109,null,,1
140121000119100_118,null,71421000119105_51,2
140111000119107,null,,2
127991000119101,null,,2
721000119107_67,null,771000119108_45,2
140111000119107,null,,2
433146000_23,null,709044004_23,3
711000119100_68,null,433146000_23,1
140101000119109,null,,1
90761000119106_67,null,433146000_23,2
1332467008,null,,2
96441000119101_45,null,709044004_23,17
90741000119107_67,null,96441000119101_45,7
1332471006_89,null,90741000119107_67,2
1332436006,null,,2
1332442005_117,null,90741000119107_67,4
1332441003,null,,1
1332436006,null,,2
1332472004_89,null,90741000119107_67,3
1332441003,null,,1
90731000119103_67,null,96441000119101_45,1
90721000119101,null,,1
71701000119105_51,null,96441000119101_45,8
1332467008,null,,2
1332442005_118,null,71701000119105_51,4
1332441003,null,,1
1332436006,null,,2
1332468003,null,,2
90771000119100,null,,1
90751000119109_67,null,96441000119101_45,3
1332468003,null,,2
90761000119106_68,null,96441000119101_45,2
1332467008,null,,2
104931000119100_44,null,709044004_23,1
8501000119104_87,null,104931000119100_44,1
10757401000119104,null,,1
433144002_23,null,709044004_23,9
90741000119107_68,null,433144002_23,7
1332471006_90,null,90741000119107_68,2
1332436006,null,,2
1332442005_119,null,90741000119107_68,4
1332441003,null,,1
1332436006,null,,2
1332472004_90,null,90741000119107_68,3
1332441003,null,,1
700379002_23,null,433144002_23,2
1332471006_91,null,700379002_23,2
1332436006,null,,2
700378005_23,null,433144002_23,3
1332472004_91,null,700378005_23,3
1332441003,null,,1
731000119105_68,null,433144002_23,2
140121000119100_119,null,731000119105_68,2
90688005_40,null,709044004_23,4
46177005_41,null,90688005_40,4
236435004_41,null,46177005_41,4
90791000119104_86,null,236435004_41,2
127991000119101,null,,2
90771000119100,null,,1
704667004_53,null,236435004_41,3
127991000119101,null,,2
431855005_23,null,709044004_23,1
90721000119101,null,,1
431856006_23,null,709044004_23,1
90731000119103_68,null,431856006_23,1
431857002_23,null,709044004_23,5
90751000119109_68,null,431857002_23,3
1332468003,null,,2
721000119107_68,null,431857002_23,2
140111000119107,null,,2
129139009_8,null,822988000_3,1
322821000119101_28,null,129139009_8,1
262742009,null,,1
128196005_20,null,129139009_8,1
860614004_61,null,128196005_20,1
262742009,null,,1
298593000_8,null,129139009_8,1
262742009,null,,1
118948005_4,null,822988000_3,59
128050000_12,null,118948005_4,2
126643005_13,null,128050000_12,1
448882009_25,null,126643005_13,1
363349007_122,null,448882009_25,1
276811008_141,null,363349007_122,1
448709005_144,null,276811008_141,1
449222008,null,,1
126824007_54,null,126643005_13,1
363349007_123,null,126824007_54,1
276811008_142,null,363349007_123,1
448709005_145,null,276811008_142,1
449222008,null,,1
188366002_13,null,128050000_12,2
448882009_26,null,188366002_13,1
363349007_124,null,448882009_26,1
276811008_143,null,363349007_124,1
448709005_146,null,276811008_143,1
449222008,null,,1
93191005_26,null,188366002_13,1
350951000119101_29,null,93191005_26,1
352411000119109,null,,1
1290917001_6,null,118948005_4,1
235856003_8,null,1290917001_6,1
897152007_8,null,235856003_8,1
80515008_12,null,897152007_8,1
80660001,null,,1
85919009_11,null,118948005_4,10
85942002_15,null,85919009_11,10
235710003_27,null,85942002_15,6
54822007_44,null,235710003_27,2
16121001_80,null,54822007_44,1
2783007_110,null,16121001_80,1
35517004_110,null,2783007_110,1
77987006,null,,1
30514008_306,null,2783007_110,1
77987006,null,,1
196707000_113,null,16121001_80,1
30514008_307,null,196707000_113,1
77987006,null,,1
51868009_53,null,235710003_27,4
1197691004,null,,1
235692002,null,,1
79806007,null,,1
724534002,null,,1
871633002,null,,1
235766003_32,null,85942002_15,3
46761000087106,null,,1
46040000_51,null,235766003_32,2
55957000,null,,1
64766004_112,null,46040000_51,1
445243001_112,null,64766004_112,1
266071000_23,null,85919009_11,1
724534002,null,,1
712510007_17,null,85919009_11,1
46761000087106,null,,1
119523007_18,null,85919009_11,3
302168000_35,null,119523007_18,1
64226004_54,null,302168000_35,1
64766004_113,null,64226004_54,1
445243001_113,null,64766004_113,1
128524007_20,null,119523007_18,2
67401000119103_20,null,128524007_20,2
46040000_52,null,67401000119103_20,2
55957000,null,,1
64766004_114,null,46040000_52,1
445243001_114,null,64766004_114,1
64226004_55,null,128524007_20,1
64766004_115,null,64226004_55,1
445243001_115,null,64766004_115,1
235766003_33,null,119523007_18,3
46761000087106,null,,1
46040000_53,null,235766003_33,2
55957000,null,,1
64766004_116,null,46040000_53,1
445243001_116,null,64766004_116,1
1187638005_18,null,85919009_11,1
302168000_36,null,1187638005_18,1
64226004_56,null,302168000_36,1
64766004_117,null,64226004_56,1
445243001_117,null,64766004_117,1
119522002_13,null,85919009_11,6
52182008_18,null,119522002_13,4
51868009_54,null,52182008_18,4
1197691004,null,,1
235692002,null,,1
79806007,null,,1
724534002,null,,1
3411000119107_30,null,52182008_18,1
79806007,null,,1
235710003_28,null,119522002_13,6
54822007_45,null,235710003_28,2
16121001_81,null,54822007_45,1
2783007_111,null,16121001_81,1
35517004_111,null,2783007_111,1
77987006,null,,1
30514008_308,null,2783007_111,1
77987006,null,,1
196707000_114,null,16121001_81,1
30514008_309,null,196707000_114,1
77987006,null,,1
51868009_55,null,235710003_28,4
1197691004,null,,1
235692002,null,,1
79806007,null,,1
724534002,null,,1
304370001_18,null,119522002_13,2
54822007_46,null,304370001_18,2
16121001_82,null,54822007_46,1
2783007_112,null,16121001_82,1
35517004_112,null,2783007_112,1
77987006,null,,1
30514008_310,null,2783007_112,1
77987006,null,,1
196707000_115,null,16121001_82,1
30514008_311,null,196707000_115,1
77987006,null,,1
734045002_4,null,118948005_4,39
3855007_9,null,734045002_4,3
17346000_9,null,3855007_9,3
83469008_10,null,17346000_9,2
63702009,null,,2
80660001,null,,1
30171000_6,null,734045002_4,1
237785004_6,null,30171000_6,1
237692001_20,null,237785004_6,1
702949005,null,,1
90708001_15,null,734045002_4,36
767094002_15,null,90708001_15,4
197679002_15,null,767094002_15,4
1148903009_21,null,197679002_15,4
309426007_42,null,1148903009_21,4
236500003_56,null,309426007_42,4
236499007_56,null,236500003_56,1
18521000119106,null,,1
243421000119104_78,null,236500003_56,4
18521000119106,null,,1
420514000,null,,2
111438007_38,null,90708001_15,3
48552006,null,,1
26078007,null,,1
39727004,null,,1
127013003_22,null,90708001_15,31
421893009_23,null,127013003_22,24
96441000119101_46,null,421893009_23,17
90741000119107_69,null,96441000119101_46,7
1332471006_92,null,90741000119107_69,2
1332436006,null,,2
1332442005_120,null,90741000119107_69,4
1332441003,null,,1
1332436006,null,,2
1332472004_92,null,90741000119107_69,3
1332441003,null,,1
90731000119103_69,null,96441000119101_46,1
90721000119101,null,,1
71701000119105_52,null,96441000119101_46,8
1332467008,null,,2
1332442005_121,null,71701000119105_52,4
1332441003,null,,1
1332436006,null,,2
1332468003,null,,2
90771000119100,null,,1
90751000119109_69,null,96441000119101_46,3
1332468003,null,,2
90761000119106_69,null,96441000119101_46,2
1332467008,null,,2
243421000119104_79,null,421893009_23,4
18521000119106,null,,1
420514000,null,,2
309426007_43,null,127013003_22,4
236500003_57,null,309426007_43,4
236499007_57,null,236500003_57,1
18521000119106,null,,1
243421000119104_80,null,236500003_57,4
18521000119106,null,,1
420514000,null,,2
420279001_23,null,127013003_22,7
771000119108_46,null,420279001_23,7
711000119100_69,null,771000119108_46,1
140101000119109,null,,1
90791000119104_87,null,771000119108_46,2
127991000119101,null,,2
731000119105_69,null,771000119108_46,2
140121000119100_120,null,731000119105_69,2
71421000119105_52,null,771000119108_46,7
140101000119109,null,,1
140121000119100_121,null,71421000119105_52,2
140111000119107,null,,2
127991000119101,null,,2
721000119107_69,null,771000119108_46,2
140111000119107,null,,2
370494002_15,null,90708001_15,4
236500003_58,null,370494002_15,4
236499007_58,null,236500003_58,1
18521000119106,null,,1
243421000119104_81,null,236500003_58,4
18521000119106,null,,1
420514000,null,,2
38481006_22,null,90708001_15,2
49220004_39,null,38481006_22,1
194781004,null,,1
104931000119100_45,null,38481006_22,1
8501000119104_88,null,104931000119100_45,1
10757401000119104,null,,1
86234004_32,null,38481006_22,2
199007008_75,null,86234004_32,1
10757401000119104,null,,1
194781004,null,,1
8501000119104_89,null,86234004_32,1
10757401000119104,null,,1
236423003_18,null,90708001_15,26
42399005_18,null,236423003_18,5
