id,label,parent,value
253528005_72,null,897406005_25,1
715535009,null,,1
65547006_136,null,897406005_25,1
836295007,null,,1
54329005_136,null,897406005_25,2
703252002,null,,1
70211005_222,null,54329005_136,1
233828006,null,,1
35421000087100,null,,1
73795002_136,null,897406005_25,2
233830008,null,,1
703213009_222,null,73795002_136,1
703253007,null,,1
703251009_136,null,73795002_136,1
703253007,null,,1
415993000_10,null,415991003_8,9
85232009_18,null,415993000_10,1
92506005,null,,1
253535002_26,null,415993000_10,8
233834004_276,null,253535002_26,1
233828006,null,,1
897159003_43,null,253535002_26,1
253410006_63,null,897159003_43,1
448844001,null,,1
233840006_104,null,253535002_26,1
233842003,null,,1
65547006_137,null,253535002_26,1
836295007,null,,1
54329005_137,null,253535002_26,2
703252002,null,,1
70211005_223,null,54329005_137,1
233828006,null,,1
35421000087100,null,,1
73795002_137,null,253535002_26,2
233830008,null,,1
703213009_223,null,73795002_137,1
703253007,null,,1
703251009_137,null,73795002_137,1
703253007,null,,1
430401005_9,null,56265001_8,1
88782004,null,,1
362999008_11,null,56265001_8,2
472749004,null,,2
90154003_8,null,56265001_8,5
253390008_64,null,90154003_8,4
448073002_229,null,253390008_64,2
253393005,null,,1
457622003,null,,1
253410006_64,null,90154003_8,1
448844001,null,,1
5919001_30,null,90154003_8,1
457622003,null,,1
414024009_16,null,56265001_8,2
896818001_24,null,414024009_16,2
53741008_33,null,896818001_24,2
16891191000119108,null,,2
368009_10,null,56265001_8,5
20721001_14,null,368009_10,4
253390008_65,null,20721001_14,4
448073002_230,null,253390008_65,2
253393005,null,,1
457622003,null,,1
301109008_22,null,20721001_14,2
253393005,null,,1
457622003,null,,1
4374004_67,null,20721001_14,2
448073002_231,null,4374004_67,2
253393005,null,,1
70320004_34,null,368009_10,3
75372006_67,null,70320004_34,1
448844001,null,,1
4374004_68,null,70320004_34,2
448073002_232,null,4374004_68,2
253393005,null,,1
762610001_24,null,368009_10,1
457622003,null,,1
737155005_21,null,368009_10,3
75372006_68,null,737155005_21,1
448844001,null,,1
4374004_69,null,737155005_21,2
448073002_233,null,4374004_69,2
253393005,null,,1
11851006_14,null,368009_10,1
75372006_69,null,11851006_14,1
448844001,null,,1
253410006_65,null,11851006_14,1
448844001,null,,1
870575001_8,null,56265001_8,3
472762000_10,null,870575001_8,3
11849007_27,null,472762000_10,1
251163000,null,,1
233917008_35,null,472762000_10,2
195039008_35,null,233917008_35,2
195042002_35,null,195039008_35,2
28189009,null,,1
105981003_9,null,56265001_8,3
84114007_9,null,105981003_9,3
85232009_19,null,84114007_9,1
92506005,null,,1
42343007_17,null,84114007_9,3
101281000119107,null,,1
194781004,null,,1
92506005,null,,1
367363000_19,null,84114007_9,1
92506005,null,,1
445236007_25,null,84114007_9,1
194781004,null,,1
57809008_10,null,56265001_8,34
301122000_18,null,57809008_10,17
414795007_40,null,301122000_18,2
697976003,null,,1
428196007,null,,1
251061000_32,null,301122000_18,14
22298006_54,null,251061000_32,14
314207007_54,null,22298006_54,2
307140009_140,null,314207007_54,2
233834004_277,null,307140009_140,1
233828006,null,,1
233830008,null,,1
57054005_87,null,22298006_54,10
401303003_87,null,57054005_87,4
285981000119103,null,,1
15713081000119108_181,null,401303003_87,2
896691006_275,null,15713081000119108_181,2
44821000087100,null,,1
44851000087107,null,,1
703213009_224,null,401303003_87,1
703253007,null,,1
307140009_141,null,57054005_87,2
233834004_278,null,307140009_141,1
233828006,null,,1
233830008,null,,1
58612006_87,null,57054005_87,2
233834004_279,null,58612006_87,1
233828006,null,,1
70211005_224,null,58612006_87,1
233828006,null,,1
65547006_138,null,58612006_87,1
836295007,null,,1
401314000,null,,1
836293000_138,null,57054005_87,1
703252002,null,,1
17531000119105_95,null,57054005_87,3
846683001,null,,1
896689003_95,null,17531000119105_95,2
896691006_276,null,896689003_95,2
44821000087100,null,,1
44851000087107,null,,1
15713081000119108_182,null,17531000119105_95,2
896691006_277,null,15713081000119108_182,2
44821000087100,null,,1
44851000087107,null,,1
54329005_138,null,57054005_87,2
703252002,null,,1
70211005_225,null,54329005_138,1
233828006,null,,1
73795002_138,null,57054005_87,2
233830008,null,,1
703213009_225,null,73795002_138,1
703253007,null,,1
703251009_138,null,73795002_138,1
703253007,null,,1
428196007,null,,1
1755008_54,null,22298006_54,3
233840006_105,null,1755008_54,1
233842003,null,,1
233841005_54,null,1755008_54,2
35431000087103,null,,1
35421000087100,null,,1
253393005,null,,1
457622003,null,,1
204394002_34,null,57809008_10,3
448073002_234,null,204394002_34,2
253393005,null,,1
715535009,null,,1
50920009_20,null,57809008_10,4
79096004_20,null,50920009_20,1
88782004,null,,1
871640001,null,,1
46701001_32,null,50920009_20,1
194942007,null,,1
22653005_30,null,50920009_20,1
64043005_43,null,22653005_30,1
233867000,null,,1
11849007_28,null,57809008_10,1
251163000,null,,1
897406005_26,null,57809008_10,9
233834004_280,null,897406005_26,1
233828006,null,,1
233840006_106,null,897406005_26,1
233842003,null,,1
836293000_139,null,897406005_26,1
703252002,null,,1
253528005_73,null,897406005_26,1
715535009,null,,1
65547006_139,null,897406005_26,1
836295007,null,,1
54329005_139,null,897406005_26,2
703252002,null,,1
70211005_226,null,54329005_139,1
233828006,null,,1
35421000087100,null,,1
73795002_139,null,897406005_26,2
233830008,null,,1
703213009_226,null,73795002_139,1
703253007,null,,1
703251009_139,null,73795002_139,1
703253007,null,,1
233917008_36,null,57809008_10,2
195039008_36,null,233917008_36,2
195042002_36,null,195039008_36,2
28189009,null,,1
85898001_10,null,57809008_10,6
89461002_10,null,85898001_10,2
53703001_10,null,89461002_10,1
33258008,null,,1
90828009_19,null,89461002_10,1
33258008,null,,1
415295002_10,null,85898001_10,1
90828009_20,null,415295002_10,1
33258008,null,,1
399020009_18,null,85898001_10,1
20529002_18,null,399020009_18,1
699668009_35,null,20529002_18,1
74249003,null,,1
111000119104_18,null,399020009_18,1
699668009_36,null,111000119104_18,1
74249003,null,,1
253528005_74,null,85898001_10,1
715535009,null,,1
195029002_10,null,85898001_10,3
74249003,null,,1
50275009,null,,1
472315005,null,,1
897161007_18,null,57809008_10,5
897162000_44,null,897161007_18,4
253390008_66,null,897162000_44,4
448073002_235,null,253390008_66,2
253393005,null,,1
457622003,null,,1
897159003_44,null,897161007_18,1
253410006_66,null,897159003_44,1
448844001,null,,1
128238001_11,null,56265001_8,1
8501000119104_79,null,128238001_11,1
10757401000119104,null,,1
724497009_5,null,49601007_2,31
198941007_9,null,724497009_5,4
541000119105_9,null,198941007_9,1
48552006,null,,1
199006004_38,null,198941007_9,2
10759031000119106_40,null,199006004_38,1
199007008_66,null,199006004_38,1
10757401000119104,null,,1
10757441000119102_38,null,199006004_38,1
10757401000119104,null,,1
60601008_21,null,724497009_5,3
200299000,null,,3
200284000_27,null,724497009_5,3
200299000,null,,3
288250001_9,null,724497009_5,10
698640000,null,,1
48194001_21,null,288250001_9,9
398254007_21,null,48194001_21,5
765182005_51,null,398254007_21,2
16740331000119109,null,,2
41114007_27,null,398254007_21,2
16740331000119109,null,,2
46764007_21,null,398254007_21,1
95605009_27,null,46764007_21,1
16740451000119109,null,,1
67359005,null,,1
698638005,null,,1
40521000119100_25,null,48194001_21,4
16740451000119109,null,,1
765182005_52,null,40521000119100_25,2
16740331000119109,null,,2
274121004_17,null,724497009_5,2
199006004_39,null,274121004_17,2
10759031000119106_41,null,199006004_39,1
199007008_67,null,199006004_39,1
10757401000119104,null,,1
10757441000119102_39,null,199006004_39,1
10757401000119104,null,,1
367390009_9,null,724497009_5,24
111438007_33,null,367390009_9,3
48552006,null,,1
26078007,null,,1
39727004,null,,1
72022006_11,null,367390009_9,2
63287004_15,null,72022006_11,1
23717007,null,,1
18416000,null,,1
78808002_23,null,72022006_11,1
23717007,null,,1
48194001_22,null,367390009_9,9
398254007_22,null,48194001_22,5
765182005_53,null,398254007_22,2
16740331000119109,null,,2
41114007_28,null,398254007_22,2
16740331000119109,null,,2
46764007_22,null,398254007_22,1
95605009_28,null,46764007_22,1
16740451000119109,null,,1
67359005,null,,1
698638005,null,,1
40521000119100_26,null,48194001_22,4
16740451000119109,null,,1
765182005_54,null,40521000119100_26,2
16740331000119109,null,,2
8762007_12,null,367390009_9,1
8218002,null,,1
86041002_9,null,367390009_9,11
31407004,null,,3
65402008,null,,1
18416000,null,,1
34694006,null,,1
78808002_24,null,86041002_9,1
23717007,null,,1
67359005,null,,1
199005000,null,,3
79355007_14,null,724497009_5,2
199006004_40,null,79355007_14,2
10759031000119106_42,null,199006004_40,1
199007008_68,null,199006004_40,1
10757401000119104,null,,1
10757441000119102_40,null,199006004_40,1
10757401000119104,null,,1
38341003_3,null,49601007_2,74
59621000_3,null,38341003_3,5
371125006,null,,2
72022006_12,null,59621000_3,2
63287004_16,null,72022006_12,1
23717007,null,,1
18416000,null,,1
78808002_25,null,72022006_12,1
23717007,null,,1
1201005_5,null,59621000_3,1
63287004_17,null,1201005_5,1
23717007,null,,1
198941007_10,null,38341003_3,4
541000119105_10,null,198941007_10,1
48552006,null,,1
199006004_41,null,198941007_10,2
10759031000119106_43,null,199006004_41,1
199007008_69,null,199006004_41,1
10757401000119104,null,,1
10757441000119102_41,null,199006004_41,1
10757401000119104,null,,1
697929007_3,null,38341003_3,5
52698002,null,,1
371125006,null,,2
16229371000119106,null,,1
10725009_3,null,38341003_3,3
194785008_5,null,10725009_3,1
73410007,null,,1
1201005_6,null,10725009_3,1
63287004_18,null,1201005_6,1
23717007,null,,1
288250001_10,null,38341003_3,10
698640000,null,,1
48194001_23,null,288250001_10,9
398254007_23,null,48194001_23,5
765182005_55,null,398254007_23,2
16740331000119109,null,,2
41114007_29,null,398254007_23,2
16740331000119109,null,,2
46764007_23,null,398254007_23,1
95605009_29,null,46764007_23,1
16740451000119109,null,,1
67359005,null,,1
698638005,null,,1
40521000119100_27,null,48194001_23,4
16740451000119109,null,,1
765182005_56,null,40521000119100_27,2
16740331000119109,null,,2
48146000_3,null,38341003_3,3
65518004,null,,1
74451002,null,,1
1356877007,null,,1
712832005,null,,1
31992008_3,null,38341003_3,13
871642009,null,,2
194785008_6,null,31992008_3,1
73410007,null,,1
74451002,null,,1
766937004,null,,1
28119000_3,null,31992008_3,8
123799005_3,null,28119000_3,3
73410007,null,,1
1208839002,null,,1
111438007_34,null,28119000_3,3
48552006,null,,1
26078007,null,,1
39727004,null,,1
89242004_8,null,31992008_3,1
1078301000112109,null,,2
472749004,null,,2
71701000119105_47,null,38341003_3,8
1332467008,null,,2
1332442005_109,null,71701000119105_47,4
1332441003,null,,1
1332436006,null,,2
1332468003,null,,2
23130000,null,,1
706882009_3,null,38341003_3,6
132721000119104_3,null,706882009_3,3
70272006_6,null,132721000119104_3,3
89242004_9,null,70272006_6,1
443482000,null,,2
367390009_10,null,38341003_3,24
111438007_35,null,367390009_10,3
48552006,null,,1
26078007,null,,1
39727004,null,,1
72022006_13,null,367390009_10,2
63287004_19,null,72022006_13,1
23717007,null,,1
18416000,null,,1
78808002_26,null,72022006_13,1
23717007,null,,1
48194001_24,null,367390009_10,9
398254007_24,null,48194001_24,5
765182005_57,null,398254007_24,2
16740331000119109,null,,2
41114007_30,null,398254007_24,2
16740331000119109,null,,2
46764007_24,null,398254007_24,1
95605009_30,null,46764007_24,1
16740451000119109,null,,1
67359005,null,,1
698638005,null,,1
40521000119100_28,null,48194001_24,4
16740451000119109,null,,1
765182005_58,null,40521000119100_28,2
16740331000119109,null,,2
8762007_13,null,367390009_10,1
8218002,null,,1
86041002_10,null,367390009_10,11
31407004,null,,3
65402008,null,,1
18416000,null,,1
34694006,null,,1
78808002_27,null,86041002_10,1
23717007,null,,1
67359005,null,,1
199005000,null,,3
704667004_49,null,38341003_3,3
127991000119101,null,,2
71421000119105_47,null,38341003_3,7
140101000119109,null,,1
140121000119100_109,null,71421000119105_47,2
140111000119107,null,,2
127991000119101,null,,2
721573003_5,null,49601007_2,1
1157162007,null,,1
128402005_3,null,49601007_2,1
312122008_4,null,128402005_3,1
128562005_14,null,312122008_4,1
64043005_44,null,128562005_14,1
233867000,null,,1
128403000_11,null,128402005_3,1
128562005_15,null,128403000_11,1
64043005_45,null,128562005_15,1
233867000,null,,1
22653005_31,null,128403000_11,1
64043005_46,null,22653005_31,1
233867000,null,,1
363171009_1,null,362965005_1,158
363168001_3,null,363171009_1,3
703938007_6,null,363168001_3,3
367211000119103,null,,3
373405005_2,null,363171009_1,102
363180009_2,null,373405005_2,102
128997002_4,null,363180009_2,102
32398004_11,null,128997002_4,25
396285007_47,null,32398004_11,1
10625071000119104_73,null,396285007_47,1
10625671000119106_107,null,10625071000119104_73,1
10625711000119105,null,,1
10509002_14,null,32398004_11,24
312371005_35,null,10509002_14,22
233601004_66,null,312371005_35,22
138389411000119105,null,,22
106001000119101,null,,2
40600002_30,null,32398004_11,1
10625711000119105,null,,1
16146001_29,null,32398004_11,22
233601004_67,null,16146001_29,22
138389411000119105,null,,22
205237003_10,null,128997002_4,69
233604007_20,null,205237003_10,69
396285007_48,null,233604007_20,1
10625071000119104_74,null,396285007_48,1
10625671000119106_108,null,10625071000119104_74,1
10625711000119105,null,,1
53084003_27,null,233604007_20,3
10625071000119104_75,null,53084003_27,1
10625671000119106_109,null,10625071000119104_75,1
10625711000119105,null,,1
409665004_27,null,53084003_27,1
233607000_62,null,409665004_27,1
10625711000119105,null,,1
733051000_34,null,53084003_27,1
34020007_35,null,733051000_34,1
10625671000119106_110,null,34020007_35,1
10625711000119105,null,,1
233607000_63,null,34020007_35,1
10625711000119105,null,,1
430395005_28,null,53084003_27,2
70036007,null,,1
195888009_35,null,430395005_28,1
39172002,null,,1
75570004_27,null,233604007_20,66
713084008_34,null,75570004_27,66
882784691000119100,null,,66
4120002_12,null,128997002_4,12
737180005_21,null,4120002_12,12
47938003_36,null,737180005_21,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40100001_12,null,4120002_12,12
47938003_37,null,40100001_12,12
762618008,null,,2
840351007,null,,3
1177120001,null,,5
840350008,null,,2
40122008_10,null,128997002_4,1
398640008,null,,1
95361005_1,null,363171009_1,1
95518006_8,null,95361005_1,1
14511000119108,null,,1
128998007_3,null,363171009_1,7
399617002_11,null,128998007_3,4
50920009_21,null,399617002_11,4
79096004_21,null,50920009_21,1
88782004,null,,1
871640001,null,,1
46701001_33,null,50920009_21,1
194942007,null,,1
22653005_32,null,50920009_21,1
64043005_47,null,22653005_32,1
233867000,null,,1
31996006_7,null,128998007_3,3
52089001_12,null,31996006_7,2
399923009_30,null,52089001_12,2
46956008_8,null,31996006_7,3
399923009_31,null,46956008_8,2
234019004_8,null,46956008_8,1
1149219001,null,,1
427213005_8,null,31996006_7,3
399923009_32,null,427213005_8,2
1149219001,null,,1
21018002_1,null,363171009_1,3
128192007_2,null,21018002_1,3
1263551002,null,,1
1332372003_8,null,128192007_2,1
72893007_14,null,1332372003_8,1
12236681000119108,null,,1
291831000119106_15,null,1332372003_8,1
12236681000119108,null,,1
32595002_3,null,128192007_2,1
30292005_3,null,32595002_3,1
1144906005_4,null,30292005_3,1
866047004,null,,1
363177008_1,null,363171009_1,1
42111000175103_2,null,363177008_1,1
724593005_3,null,42111000175103_2,1
1295193002_3,null,724593005_3,1
1222679006,null,,1
363179006_1,null,363171009_1,51
3723001_2,null,363179006_1,51
1771000119109_10,null,3723001_2,10
201771002_12,null,1771000119109_10,10
1073751000119106_23,null,201771002_12,5
319071000119106_26,null,1073751000119106_23,1
15691321000119101,null,,1
318901000119107_25,null,1073751000119106_23,2
15692041000119104,null,,2
1073831000119107_23,null,201771002_12,8
318971000119102_25,null,1073831000119107_23,6
15692041000119104,null,,2
319151000119103_26,null,1073831000119107_23,1
15691321000119101,null,,1
1074721000119101_12,null,1771000119109_10,5
1073751000119106_24,null,1074721000119101_12,5
319071000119106_27,null,1073751000119106_24,1
15691321000119101,null,,1
318901000119107_26,null,1073751000119106_24,2
15692041000119104,null,,2
1303138007_23,null,1074721000119101_12,3
15692041000119104,null,,2
15691321000119101,null,,1
1074731000119103_12,null,1771000119109_10,8
1303138007_24,null,1074731000119103_12,3
15692041000119104,null,,2
15691321000119101,null,,1
1073831000119107_24,null,1074731000119103_12,8
318971000119102_26,null,1073831000119107_24,6
15692041000119104,null,,2
319151000119103_27,null,1073831000119107_24,1
15691321000119101,null,,1
399112009_2,null,3723001_2,10
239792003_4,null,399112009_2,10
319091000119107,null,,1
319071000119106_28,null,239792003_4,1
15691321000119101,null,,1
319011000119103,null,,1
1162303002_9,null,239792003_4,2
1162362005,null,,1
1162364006_18,null,239792003_4,1
1162362005,null,,1
299271000119109_15,null,239792003_4,2
319021000119105_32,null,299271000119109_15,1
15691121000119103,null,,1
319101000119102_32,null,299271000119109_15,2
15691121000119103,null,,1
319151000119103_28,null,239792003_4,1
15691321000119101,null,,1
319081000119109,null,,1
1290768009_12,null,239792003_4,2
319061000119100_28,null,1290768009_12,1
15691281000119106,null,,1
319141000119100_28,null,1290768009_12,2
15691281000119106,null,,1
417373000_3,null,3723001_2,1
287006005_5,null,417373000_3,1
319081000119109,null,,1
439656005_10,null,3723001_2,3
1074701000119105_18,null,439656005_10,3
1074711000119108_51,null,1074701000119105_18,2
15691121000119103,null,,1
15692001000119101,null,,1
318921000119103_31,null,1074701000119105_18,1
15692001000119101,null,,1
319101000119102_33,null,1074701000119105_18,2
15691121000119103,null,,1
1074691000119105_18,null,439656005_10,2
1074711000119108_52,null,1074691000119105_18,2
15691121000119103,null,,1
15692001000119101,null,,1
318851000119103_31,null,1074691000119105_18,1
15692001000119101,null,,1
319021000119105_33,null,1074691000119105_18,1
15691121000119103,null,,1
201769002_12,null,439656005_10,3
318921000119103_32,null,201769002_12,1
15692001000119101,null,,1
299271000119109_16,null,201769002_12,2
319021000119105_34,null,299271000119109_16,1
15691121000119103,null,,1
319101000119102_34,null,299271000119109_16,2
15691121000119103,null,,1
318851000119103_32,null,201769002_12,1
15692001000119101,null,,1
250131003_5,null,3723001_2,18
68449006_17,null,250131003_5,2
201775006_19,null,68449006_17,2
1073721000119103_31,null,201775006_19,1
287008006_11,null,250131003_5,13
429192004_24,null,287008006_11,7
1073781000119104_47,null,429192004_24,2
1073601000119101_49,null,1073781000119104_47,2
16050071000119108,null,,1
15686281000119101_159,null,1073781000119104_47,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_47,null,429192004_24,2
15686281000119101_160,null,1073701000119107_47,1
16050071000119108,null,,1
1073611000119103_49,null,1073701000119107_47,1
16050071000119108,null,,1
201783000,null,,1
201779000_21,null,287008006_11,5
319091000119107,null,,1
318911000119105_39,null,201779000_21,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_39,null,201779000_21,2
15691961000119105,null,,1
1303812009_14,null,250131003_5,7
1074891000119109_24,null,1303812009_14,2
1073701000119107_48,null,1074891000119109_24,2
15686281000119101_161,null,1073701000119107_48,1
16050071000119108,null,,1
1073611000119103_50,null,1073701000119107_48,1
16050071000119108,null,,1
1074951000119107_67,null,1074891000119109_24,1
15686281000119101_162,null,1074951000119107_67,1
16050071000119108,null,,1
1074921000119104_24,null,1303812009_14,2
1073781000119104_48,null,1074921000119104_24,2
1073601000119101_50,null,1073781000119104_48,2
16050071000119108,null,,1
15686281000119101_163,null,1073781000119104_48,1
16050071000119108,null,,1
1074951000119107_68,null,1074921000119104_24,1
15686281000119101_164,null,1074951000119107_68,1
16050071000119108,null,,1
429192004_25,null,1303812009_14,7
1073781000119104_49,null,429192004_25,2
1073601000119101_51,null,1073781000119104_49,2
16050071000119108,null,,1
15686281000119101_165,null,1073781000119104_49,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_49,null,429192004_25,2
15686281000119101_166,null,1073701000119107_49,1
16050071000119108,null,,1
1073611000119103_51,null,1073701000119107_49,1
16050071000119108,null,,1
201783000,null,,1
428143003_21,null,1303812009_14,2
201784006,null,,1
201783000,null,,1
428104002_14,null,1303812009_14,2
201781003,null,,2
1074911000119106_17,null,250131003_5,2
319091000119107,null,,1
1074941000119105_33,null,1074911000119106_17,1
15691961000119105,null,,1
318911000119105_40,null,1074911000119106_17,1
15691961000119105,null,,1
371081002_12,null,250131003_5,3
1074851000119104_20,null,371081002_12,1
1073731000119100_33,null,1074851000119104_20,1
15687201000119107_81,null,1073731000119100_33,1
201777003_14,null,371081002_12,3
1073731000119100_34,null,201777003_14,1
15687201000119107_82,null,1073731000119100_34,1
1073811000119102_33,null,201777003_14,1
15687201000119107_83,null,1073811000119102_33,1
1074861000119102_20,null,371081002_12,1
1073811000119102_34,null,1074861000119102_20,1
15687201000119107_84,null,1073811000119102_34,1
1074881000119106_17,null,250131003_5,3
1074941000119105_34,null,1074881000119106_17,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_40,null,1074881000119106_17,2
15691961000119105,null,,1
1303804001_11,null,3723001_2,6
287007001_13,null,1303804001_11,6
1073711000119105_19,null,287007001_13,3
318861000119101,null,,2
201774005,null,,1
201773004,null,,1
57160007_15,null,3723001_2,1
1162364006_19,null,57160007_15,1
1162362005,null,,1
1303835007_9,null,3723001_2,4
201766009_19,null,1303835007_9,2
1073821000119109,null,,2
661681000124105_17,null,1303835007_9,4
1074671000119109_25,null,661681000124105_17,2
1073821000119109,null,,2
319141000119100_29,null,661681000124105_17,2
15691281000119106,null,,1
661621000124106_17,null,1303835007_9,1
319061000119100_29,null,661621000124106_17,1
15691281000119106,null,,1
1290768009_13,null,1303835007_9,2
319061000119100_30,null,1290768009_13,1
15691281000119106,null,,1
319141000119100_30,null,1290768009_13,2
15691281000119106,null,,1
69896004_3,null,3723001_2,51
201766009_20,null,69896004_3,2
1073821000119109,null,,2
239792003_5,null,69896004_3,10
319091000119107,null,,1
319071000119106_29,null,239792003_5,1
15691321000119101,null,,1
319011000119103,null,,1
1162303002_10,null,239792003_5,2
1162362005,null,,1
1162364006_20,null,239792003_5,1
1162362005,null,,1
299271000119109_17,null,239792003_5,2
319021000119105_35,null,299271000119109_17,1
15691121000119103,null,,1
319101000119102_35,null,299271000119109_17,2
15691121000119103,null,,1
319151000119103_29,null,239792003_5,1
15691321000119101,null,,1
319081000119109,null,,1
1290768009_14,null,239792003_5,2
319061000119100_31,null,1290768009_14,1
15691281000119106,null,,1
319141000119100_31,null,1290768009_14,2
15691281000119106,null,,1
239791005_3,null,69896004_3,15
1073601000119101_52,null,239791005_3,2
16050071000119108,null,,1
318861000119101,null,,2
318921000119103_33,null,239791005_3,1
15692001000119101,null,,1
318971000119102_27,null,239791005_3,6
15692041000119104,null,,2
318911000119105_41,null,239791005_3,1
15691961000119105,null,,1
1222679006,null,,1
318841000119100_41,null,239791005_3,2
15691961000119105,null,,1
318851000119103_33,null,239791005_3,1
15692001000119101,null,,1
318901000119107_27,null,239791005_3,2
15692041000119104,null,,2
308143008,null,,1
1073611000119103_52,null,239791005_3,1
16050071000119108,null,,1
201777003_15,null,69896004_3,3
1073731000119100_35,null,201777003_15,1
15687201000119107_85,null,1073731000119100_35,1
1073811000119102_35,null,201777003_15,1
15687201000119107_86,null,1073811000119102_35,1
398640008,null,,1
201775006_20,null,69896004_3,2
1073721000119103_32,null,201775006_20,1
735599007_6,null,69896004_3,4
1162303002_11,null,735599007_6,2
1162362005,null,,1
1162336001,null,,1
308143008,null,,1
287008006_12,null,69896004_3,13
429192004_26,null,287008006_12,7
1073781000119104_50,null,429192004_26,2
1073601000119101_53,null,1073781000119104_50,2
16050071000119108,null,,1
15686281000119101_167,null,1073781000119104_50,1
16050071000119108,null,,1
201784006,null,,1
201781003,null,,2
1073701000119107_50,null,429192004_26,2
15686281000119101_168,null,1073701000119107_50,1
16050071000119108,null,,1
1073611000119103_53,null,1073701000119107_50,1
16050071000119108,null,,1
201783000,null,,1
201779000_22,null,287008006_12,5
319091000119107,null,,1
318911000119105_42,null,201779000_22,1
15691961000119105,null,,1
319011000119103,null,,1
318841000119100_42,null,201779000_22,2
15691961000119105,null,,1
201771002_13,null,69896004_3,10
1073751000119106_25,null,201771002_13,5
319071000119106_30,null,1073751000119106_25,1
15691321000119101,null,,1
318901000119107_28,null,1073751000119106_25,2
15692041000119104,null,,2
1073831000119107_25,null,201771002_13,8
318971000119102_28,null,1073831000119107_25,6
15692041000119104,null,,2
319151000119103_30,null,1073831000119107_25,1
15691321000119101,null,,1
287006005_6,null,69896004_3,1
319081000119109,null,,1
399923009_33,null,69896004_3,2
287007001_14,null,69896004_3,6
1073711000119105_20,null,287007001_14,3
318861000119101,null,,2
201774005,null,,1
201773004,null,,1
1149219001,null,,1
201769002_13,null,69896004_3,3
318921000119103_34,null,201769002_13,1
15692001000119101,null,,1
299271000119109_18,null,201769002_13,2
319021000119105_36,null,299271000119109_18,1
15691121000119103,null,,1
319101000119102_36,null,299271000119109_18,2
15691121000119103,null,,1
318851000119103_34,null,201769002_13,1
15692001000119101,null,,1
373407002_3,null,363171009_1,3
128999004_5,null,373407002_3,3
16761005_13,null,128999004_5,1
439955006_30,null,16761005_13,1
40719004,null,,1
24526004_7,null,128999004_5,1
64766004_107,null,24526004_7,1
445243001_107,null,64766004_107,1
1187638005_15,null,128999004_5,1
302168000_32,null,1187638005_15,1
64226004_51,null,302168000_32,1
64766004_108,null,64226004_51,1
445243001_108,null,64766004_108,1
95518006_9,null,128999004_5,1
14511000119108,null,,1
95351003_1,null,362965005_1,2
128046007_10,null,95351003_1,1
1172793008,null,,1
276320009_1,null,95351003_1,1
95356008_2,null,276320009_1,1
14511000119108,null,,1
95361005_2,null,95351003_1,1
95518006_10,null,95361005_2,1
14511000119108,null,,1
128068002_4,null,95351003_1,1
95518006_11,null,128068002_4,1
14511000119108,null,,1
128598002_2,null,362965005_1,13
400186008_4,null,128598002_2,1
126488004_14,null,400186008_4,1
372130007_18,null,126488004_14,1
448447004_25,null,372130007_18,1
254792006,null,,1
80659006_3,null,128598002_2,13
363168001_4,null,80659006_3,3
703938007_7,null,363168001_4,3
367211000119103,null,,3
95320005_4,null,80659006_3,13
1251386008_6,null,95320005_4,6
367211000119103,null,,3
724876003_10,null,1251386008_6,3
422183001_15,null,724876003_10,1
72141000119104,null,,1
238982009_17,null,724876003_10,2
72021000119109,null,,2
238846003_4,null,95320005_4,2
58588007_6,null,238846003_4,2
60805002,null,,2
703938007_8,null,95320005_4,3
367211000119103,null,,3
707209001_5,null,95320005_4,1
706885006_25,null,707209001_5,1
239066003_27,null,706885006_25,1
715535009,null,,1
128236002_5,null,95320005_4,3
19429009_10,null,128236002_5,1
72141000119104,null,,1
60805002,null,,2
40449001_4,null,95320005_4,2
49765009_8,null,40449001_4,2
238982009_18,null,49765009_8,2
72021000119109,null,,2
400202001_8,null,95320005_4,1
706885006_26,null,400202001_8,1
239066003_28,null,706885006_26,1
715535009,null,,1
95324001_5,null,95320005_4,4
46742003_6,null,95324001_5,1
19429009_11,null,46742003_6,1
72141000119104,null,,1
422183001_16,null,46742003_6,1
72141000119104,null,,1
724876003_11,null,95324001_5,3
422183001_17,null,724876003_11,1
72141000119104,null,,1
238982009_19,null,724876003_11,2
72021000119109,null,,2
46690002_5,null,95324001_5,2
49765009_9,null,46690002_5,2
238982009_20,null,49765009_9,2
72021000119109,null,,2
126488004_15,null,95324001_5,1
372130007_19,null,126488004_15,1
448447004_26,null,372130007_19,1
254792006,null,,1
400160003_8,null,95320005_4,1
706885006_27,null,400160003_8,1
239066003_29,null,706885006_27,1
715535009,null,,1
199879009_8,null,95320005_4,4
774102003,null,,3
65033000_15,null,199879009_8,1
254231002_20,null,65033000_15,1
403795009_25,null,254231002_20,1
715535009,null,,1
238714008_4,null,95320005_4,1
279425004_5,null,238714008_4,1
65033000_16,null,279425004_5,1
254231002_21,null,65033000_16,1
403795009_26,null,254231002_21,1
